WKT,category,latitude,longitude,datazone,name
"POINT (-4.26029 55.86045)",Potholes,55.86045,-4.26029,S01010275,City Centre South - 04
"POINT (-4.30422 55.86723)",Potholes,55.86723,-4.30422,S01010387,Hillhead - 07
"POINT (-4.31028 55.86921)",Potholes,55.86921,-4.31028,S01010387,Hillhead - 07
"POINT (-4.3064 55.87718)",Potholes,55.87718,-4.3064,S01010402,Partickhill and Hyndland - 06
"POINT (-4.32568 55.88756)",Potholes,55.88756,-4.32568,S01010414,Kelvinside and Jordanhill - 07
"POINT (-4.27531 55.91971)",Potholes,55.91971,-4.27531,S01010345,Summerston Central and West - 06
"POINT (-4.27189 55.91592)",Potholes,55.91592,-4.27189,S01010345,Summerston Central and West - 06
"POINT (-4.34776 55.80808)",Potholes,55.80808,-4.34776,S01009767,Darnley North - 04
"POINT (-4.24718 55.83537)",Potholes,55.83537,-4.24718,S01009898,Govanhill East and Aikenhead - 05
"POINT (-4.26589 55.8388)",Potholes,55.8388,-4.26589,S01010033,Laurieston and Tradeston - 03
"POINT (-4.3505 55.81132)",Potholes,55.81132,-4.3505,S01009767,Darnley North - 04
"POINT (-4.19203 55.88345)",Potholes,55.88345,-4.19203,S01010183,Blackhill and Barmulloch East - 05
"POINT (-4.3505 55.81128)",Potholes,55.81128,-4.3505,S01009767,Darnley North - 04
"POINT (-4.3573 55.90469)",Pavements/footpaths,55.90469,-4.3573,S01010487,Blairdardie West - 03
"POINT (-4.36484 55.8523)",Potholes,55.8523,-4.36484,S01009825,Penilee - 04
"POINT (-4.3118 55.85083)",Potholes,55.85083,-4.3118,S01009864,Ibrox East and Cessnock - 03
"POINT (-4.34368 55.84773)",Potholes,55.84773,-4.34368,S01009811,Cardonald North - 02
"POINT (-4.2195 55.85842)",Potholes,55.85842,-4.2195,S01010250,Dennistoun - 03
"POINT (-4.28477 55.887)",Potholes,55.887,-4.28477,S01010321,Ruchill - 07
"POINT (-4.20365 55.86997)",Potholes,55.86997,-4.20365,S01010228,"Roystonhill, Blochairn, and Provanmill - 01"
"POINT (-4.20042 55.85733)",Potholes,55.85733,-4.20042,S01010148,Old Shettleston and Parkhead North - 02
"POINT (-4.30015 55.87573)",Potholes,55.87573,-4.30015,S01010374,Kelvingrove and University - 01
"POINT (-4.27043 55.85398)",Potholes,55.85398,-4.27043,S01010031,Laurieston and Tradeston - 01
"POINT (-4.23612 55.86501)",Potholes,55.86501,-4.23612,S01010262,City Centre East - 04
"POINT (-4.18017 55.89042)",Potholes,55.89042,-4.18017,S01010188,Robroyston and Millerston - 03
"POINT (-4.2323 55.89268)",Potholes,55.89268,-4.2323,S01010215,Springburn East and Cowlairs - 02
"POINT (-4.28259 55.82635)",Potholes,55.82635,-4.28259,S01009932,Langside - 06
"POINT (-4.2558 55.86662)",Potholes,55.86662,-4.2558,S01010275,City Centre South - 04
"POINT (-4.24701 55.89199)",Potholes,55.89199,-4.24701,S01010324,Possil Park - 02
"POINT (-4.32334 55.80045)",Potholes,55.80045,-4.32334,S01009760,Darnley East - 03
"POINT (-4.2604 55.84876)",Potholes,55.84876,-4.2604,S01010034,Laurieston and Tradeston - 04
"POINT (-4.16501 55.83948)",Potholes,55.83948,-4.16501,S01010069,Shettleston South - 01
"POINT (-4.24553 55.89234)",Potholes,55.89234,-4.24553,S01010324,Possil Park - 02
"POINT (-4.27691 55.8331)",Potholes,55.8331,-4.27691,S01009921,Shawlands West - 03
"POINT (-4.33385 55.88207)",Potholes,55.88207,-4.33385,S01010420,Victoria Park - 01
"POINT (-4.25408 55.83635)",Potholes,55.83635,-4.25408,S01009895,Govanhill East and Aikenhead - 02
"POINT (-4.26972 55.83571)",Potholes,55.83571,-4.26972,S01009909,Strathbungo - 05
"POINT (-4.31499 55.87184)",Potholes,55.87184,-4.31499,S01010390,Glasgow Harbour and Partick South - 03
"POINT (-4.26502 55.85237)",Potholes,55.85237,-4.26502,S01010032,Laurieston and Tradeston - 02
"POINT (-4.3102 55.86919)",Potholes,55.86919,-4.3102,S01010387,Hillhead - 07
"POINT (-4.35954 55.90222)",Pavements/footpaths,55.90222,-4.35954,S01010487,Blairdardie West - 03
"POINT (-4.259 55.81766)",Pavements/footpaths,55.81766,-4.259,S01010010,Cathcart - 06
"POINT (-4.28401 55.88219)",Potholes,55.88219,-4.28401,S01010317,Ruchill - 03
"POINT (-4.28607 55.88242)",Pavements/footpaths,55.88242,-4.28607,S01010322,Ruchill - 08
"POINT (-4.30198 55.87731)",Potholes,55.87731,-4.30198,S01010401,Partickhill and Hyndland - 05
"POINT (-4.25836 55.82717)",Potholes,55.82717,-4.25836,S01010014,Mount Florida - 04
"POINT (-4.2837 55.88687)",Potholes,55.88687,-4.2837,S01010320,Ruchill - 06
"POINT (-4.2787 55.82992)",Potholes,55.82992,-4.2787,S01009924,Shawlands East - 02
"POINT (-4.26838 55.86446)",Potholes,55.86446,-4.26838,S01010267,City Centre West - 02
"POINT (-4.20996 55.8707)",Potholes,55.8707,-4.20996,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
"POINT (-4.22267 55.88092)",Potholes,55.88092,-4.22267,S01010211,Springburn - 03
"POINT (-4.2103 55.8707)",Potholes,55.8707,-4.2103,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
"POINT (-4.20372 55.86997)",Potholes,55.86997,-4.20372,S01010228,"Roystonhill, Blochairn, and Provanmill - 01"
"POINT (-4.24603 55.89214)",Potholes,55.89214,-4.24603,S01010324,Possil Park - 02
"POINT (-4.26851 55.86452)",Pavements/footpaths,55.86452,-4.26851,S01010267,City Centre West - 02
"POINT (-4.27034 55.85396)",Potholes,55.85396,-4.27034,S01010031,Laurieston and Tradeston - 01
"POINT (-4.25471 55.82765)",Potholes,55.82765,-4.25471,S01010014,Mount Florida - 04
"POINT (-4.23364 55.87973)",Potholes,55.87973,-4.23364,S01010223,Cowlairs and Port Dundas - 05
"POINT (-4.29731 55.81913)",Potholes,55.81913,-4.29731,S01009954,Newlands - 07
"POINT (-4.27711 55.83324)",Potholes,55.83324,-4.27711,S01009921,Shawlands West - 03
"POINT (-4.36014 55.90045)",Potholes,55.90045,-4.36014,S01010455,Knightswood Park West - 01
"POINT (-4.2957 55.85536)",Potholes,55.85536,-4.2957,S01009862,Ibrox East and Cessnock - 01
"POINT (-4.30585 55.87115)",Potholes,55.87115,-4.30585,S01010396,Partick - 04
"POINT (-4.29651 55.87345)",Potholes,55.87345,-4.29651,S01010374,Kelvingrove and University - 01
"POINT (-4.25942 55.85877)",Potholes,55.85877,-4.25942,S01010275,City Centre South - 04
"POINT (-4.25039 55.81958)",Potholes,55.81958,-4.25039,S01009998,Kingspark South - 06
"POINT (-4.3651 55.92068)",Potholes,55.92068,-4.3651,S01010497,Drumry East - 02
"POINT (-4.25846 55.88659)",Potholes,55.88659,-4.25846,S01010326,Possil Park - 04
"POINT (-4.33941 55.81165)",Potholes,55.81165,-4.33941,S01009765,Darnley North - 02
"POINT (-4.13629 55.84011)",Potholes,55.84011,-4.13629,S01010074,Carmyle and Mount Vernon South - 01
"POINT (-4.29331 55.86741)",Pavements/footpaths,55.86741,-4.29331,S01010282,Finnieston and Kelvinhaugh - 01
"POINT (-4.30062 55.868)",Potholes,55.868,-4.30062,S01010284,Finnieston and Kelvinhaugh - 03
"POINT (-4.25511 55.86368)",Potholes,55.86368,-4.25511,S01010275,City Centre South - 04
"POINT (-4.25461 55.86362)",Potholes,55.86362,-4.25461,S01010275,City Centre South - 04
"POINT (-4.27593 55.86528)",Potholes,55.86528,-4.27593,S01010280,Anderston - 05
"POINT (-4.26179 55.8656)",Pavements/footpaths,55.8656,-4.26179,S01010271,City Centre West - 06
"POINT (-4.2672 55.8138)",Potholes,55.8138,-4.2672,S01009955,Merrylee and Millbrae - 01
"POINT (-4.2323 55.78706)",Potholes,55.78706,-4.2323,S01009972,Carmunnock South - 04
"POINT (-4.30193 55.86659)",Pavements/footpaths,55.86659,-4.30193,S01010283,Finnieston and Kelvinhaugh - 02
"POINT (-4.34583 55.82454)",Potholes,55.82454,-4.34583,S01009786,Crookston South - 03
"POINT (-4.30361 55.88528)",Potholes,55.88528,-4.30361,S01010365,Kelvindale - 03
"POINT (-4.25935 55.82815)",Potholes,55.82815,-4.25935,S01009904,Battlefield - 06
"POINT (-4.25491 55.85813)",Potholes,55.85813,-4.25491,S01010274,City Centre South - 03
"POINT (-4.24088 55.88665)",Pavements/footpaths,55.88665,-4.24088,S01010224,Cowlairs and Port Dundas - 06
"POINT (-4.34579 55.81257)",Pavements/footpaths,55.81257,-4.34579,S01009783,Nitshill - 09
"POINT (-4.23873 55.82273)",Pavements/footpaths,55.82273,-4.23873,S01010003,Kingspark North - 05
"POINT (-4.26556 55.86498)",Pavements/footpaths,55.86498,-4.26556,S01010271,City Centre West - 06
"POINT (-4.27285 55.84565)",Potholes,55.84565,-4.27285,S01009875,Pollokshields West - 01
"POINT (-4.36267 55.85559)",Potholes,55.85559,-4.36267,S01009833,Drumoyne and Shieldhall - 01
"POINT (-4.35161 55.83254)",Potholes,55.83254,-4.35161,S01009803,Pollok North and East - 05
"POINT (-4.23596 55.8463)",Potholes,55.8463,-4.23596,S01010040,Calton and Gallowgate - 04
"POINT (-4.21337 55.85841)",Potholes,55.85841,-4.21337,S01010244,Carntyne West and Haghill - 03
"POINT (-4.29952 55.89403)",Potholes,55.89403,-4.29952,S01010356,Maryhill West - 03
"POINT (-4.34552 55.8109)",Potholes,55.8109,-4.34552,S01009767,Darnley North - 04
"POINT (-4.26051 55.87042)",Potholes,55.87042,-4.26051,S01010297,Woodside - 01
"POINT (-4.36445 55.80704)",Potholes,55.80704,-4.36445,S01009773,Darnley West - 06
"POINT (-4.1085 55.83573)",Potholes,55.83573,-4.1085,S01010091,Baillieston East - 04
"POINT (-4.33296 55.8745)",Pavements/footpaths,55.8745,-4.33296,S01010421,Victoria Park - 02
"POINT (-4.28927 55.82975)",Potholes,55.82975,-4.28927,S01009918,Maxwell Park - 07
"POINT (-4.25509 55.84439)",Potholes,55.84439,-4.25509,S01010033,Laurieston and Tradeston - 03
"POINT (-4.32607 55.81325)",Potholes,55.81325,-4.32607,S01009937,Pollokshaws - 05
"POINT (-4.12823 55.85037)",Potholes,55.85037,-4.12823,S01010098,Garrowhill West - 05
"POINT (-4.32563 55.81315)",Potholes,55.81315,-4.32563,S01009940,Carnwadric West - 02
"POINT (-4.27841 55.84049)",Potholes,55.84049,-4.27841,S01009912,Maxwell Park - 01
"POINT (-4.23831 55.81951)",Potholes,55.81951,-4.23831,S01009999,Kingspark North - 01
"POINT (-4.36028 55.84911)",Potholes,55.84911,-4.36028,S01009832,Hillington - 04
"POINT (-4.35349 55.84622)",Potholes,55.84622,-4.35349,S01009819,Cardonald West and Central - 05
"POINT (-4.31155 55.87895)",Potholes,55.87895,-4.31155,S01010399,Partickhill and Hyndland - 03
"POINT (-4.23774 55.80485)",Potholes,55.80485,-4.23774,S01009987,Castlemilk - 02
"POINT (-4.29645 55.87276)",Pavements/footpaths,55.87276,-4.29645,S01010379,Kelvingrove and University - 06
"POINT (-4.36533 55.80704)",Potholes,55.80704,-4.36533,S01009767,Darnley North - 04
"POINT (-4.33936 55.81169)",Potholes,55.81169,-4.33936,S01009782,Nitshill - 08
"POINT (-4.27008 55.86283)",Potholes,55.86283,-4.27008,S01010272,City Centre South - 01
"POINT (-4.26561 55.82687)",Potholes,55.82687,-4.26561,S01010015,Mount Florida - 05
"POINT (-4.30584 55.87127)",Potholes,55.87127,-4.30584,S01010396,Partick - 04
"POINT (-4.36971 55.88646)",Potholes,55.88646,-4.36971,S01010437,Yoker South - 01
"POINT (-4.31028 55.86924)",Potholes,55.86924,-4.31028,S01010387,Hillhead - 07
"POINT (-4.2596 55.84515)",Potholes,55.84515,-4.2596,S01010033,Laurieston and Tradeston - 03
"POINT (-4.29858 55.82589)",Potholes,55.82589,-4.29858,S01009935,Pollokshaws - 03
"POINT (-4.25737 55.85843)",Pavements/footpaths,55.85843,-4.25737,S01010275,City Centre South - 04
"POINT (-4.31966 55.86983)",Potholes,55.86983,-4.31966,S01010391,Glasgow Harbour and Partick South - 04
"POINT (-4.24255 55.85792)",Potholes,55.85792,-4.24255,S01010263,City Centre East - 05
"POINT (-4.31155 55.87895)",Potholes,55.87895,-4.31155,S01010399,Partickhill and Hyndland - 03
"POINT (-4.32828 55.80144)",Potholes,55.80144,-4.32828,S01009760,Darnley East - 03
"POINT (-4.32895 55.79899)",Potholes,55.79899,-4.32895,S01009758,Darnley East - 01
"POINT (-4.27113 55.84554)",Potholes,55.84554,-4.27113,S01009875,Pollokshields West - 01
"POINT (-4.26971 55.82626)",Pavements/footpaths,55.82626,-4.26971,S01009929,Langside - 03
"POINT (-4.27888 55.88046)",Potholes,55.88046,-4.27888,S01010373,North Kelvin - 05
"POINT (-4.25991 55.83531)",Pavements/footpaths,55.83531,-4.25991,S01009888,Govanhill West - 02
"POINT (-4.23084 55.82924)",Potholes,55.82924,-4.23084,S01010019,Toryglen and Oatlands - 04
"POINT (-4.34567 55.85894)",Potholes,55.85894,-4.34567,S01009836,Drumoyne and Shieldhall - 04
"POINT (-4.36195 55.88732)",Potholes,55.88732,-4.36195,S01010435,Scotstoun South and West - 04
"POINT (-4.18783 55.88257)",Potholes,55.88257,-4.18783,S01010188,Robroyston and Millerston - 03
"POINT (-4.36545 55.83344)",Pavements/footpaths,55.83344,-4.36545,S01009792,Pollok South and West - 01
"POINT (-4.28212 55.83286)",Potholes,55.83286,-4.28212,S01009920,Shawlands West - 02
"POINT (-4.28243 55.85012)",Potholes,55.85012,-4.28243,S01009867,Kinning Park and Festival Park - 02
"POINT (-4.31619 55.83214)",Potholes,55.83214,-4.31619,S01009913,Maxwell Park - 02
"POINT (-4.29478 55.85274)",Potholes,55.85274,-4.29478,S01009870,Kinning Park and Festival Park - 05
"POINT (-4.32538 55.88038)",Pavements/footpaths,55.88038,-4.32538,S01010417,Broomhill - 03
"POINT (-4.27459 55.84877)",Potholes,55.84877,-4.27459,S01010032,Laurieston and Tradeston - 02
"POINT (-4.28828 55.89583)",Potholes,55.89583,-4.28828,S01010352,Maryhill East - 03
"POINT (-4.29591 55.82647)",Potholes,55.82647,-4.29591,S01009935,Pollokshaws - 03
"POINT (-4.25838 55.86301)",Pavements/footpaths,55.86301,-4.25838,S01010275,City Centre South - 04
"POINT (-4.32889 55.79898)",Potholes,55.79898,-4.32889,S01009758,Darnley East - 01
"POINT (-4.28341 55.88164)",Pavements/footpaths,55.88164,-4.28341,S01010317,Ruchill - 03
"POINT (-4.3097 55.84523)",Potholes,55.84523,-4.3097,S01009874,Kingston West and Dumbreck - 04
"POINT (-4.20448 55.89545)",Potholes,55.89545,-4.20448,S01010197,Balornock - 04
"POINT (-4.33889 55.79891)",Potholes,55.79891,-4.33889,S01009767,Darnley North - 04
"POINT (-4.17261 55.85016)",Pavements/footpaths,55.85016,-4.17261,S01010142,Tollcross - 01
"POINT (-4.36065 55.89799)",Pavements/footpaths,55.89799,-4.36065,S01010450,Knightswood East - 01
"POINT (-4.35049 55.81137)",Potholes,55.81137,-4.35049,S01009767,Darnley North - 04
"POINT (-4.31282 55.8757)",Potholes,55.8757,-4.31282,S01010398,Partickhill and Hyndland - 02
"POINT (-4.29736 55.89408)",Potholes,55.89408,-4.29736,S01010356,Maryhill West - 03
"POINT (-4.13605 55.84008)",Potholes,55.84008,-4.13605,S01010074,Carmyle and Mount Vernon South - 01
"POINT (-4.17806 55.8501)",Potholes,55.8501,-4.17806,S01010145,Tollcross - 04
"POINT (-4.30262 55.8568)",Potholes,55.8568,-4.30262,S01009861,Ibrox - 03
"POINT (-4.26085 55.86748)",Pavements/footpaths,55.86748,-4.26085,S01010269,City Centre West - 04
"POINT (-4.2965 55.82676)",Potholes,55.82676,-4.2965,S01009935,Pollokshaws - 03
"POINT (-4.30155 55.81684)",Potholes,55.81684,-4.30155,S01009954,Newlands - 07
"POINT (-4.25775 55.87775)",Pavements/footpaths,55.87775,-4.25775,S01010310,Keppochhill - 02
"POINT (-4.36473 55.89157)",Pavements/footpaths,55.89157,-4.36473,S01010454,Knightswood East - 05
"POINT (-4.21797 55.84921)",Pavements/footpaths,55.84921,-4.21797,S01010054,Parkhead West and Barrowfield - 06
"POINT (-4.24676 55.85467)",Potholes,55.85467,-4.24676,S01010264,City Centre East - 06
"POINT (-4.27094 55.86322)",Potholes,55.86322,-4.27094,S01010281,Anderston - 06
"POINT (-4.24605 55.86509)",Pavements/footpaths,55.86509,-4.24605,S01010259,City Centre East - 01
"POINT (-4.27093 55.86315)",Potholes,55.86315,-4.27093,S01010281,Anderston - 06
"POINT (-4.23277 55.78715)",Potholes,55.78715,-4.23277,S01009972,Carmunnock South - 04
"POINT (-4.34597 55.80691)",Potholes,55.80691,-4.34597,S01009767,Darnley North - 04
"POINT (-4.35909 55.82287)",Potholes,55.82287,-4.35909,S01009797,Pollok South and West - 06
"POINT (-4.26424 55.88407)",Potholes,55.88407,-4.26424,S01010312,Keppochhill - 04
"POINT (-4.23627 55.81767)",Potholes,55.81767,-4.23627,S01009995,Kingspark South - 03
"POINT (-4.34858 55.81721)",Pavements/footpaths,55.81721,-4.34858,S01009781,Nitshill - 07
"POINT (-4.22864 55.87401)",Potholes,55.87401,-4.22864,S01010225,Sighthill - 01
"POINT (-4.24807 55.86593)",Potholes,55.86593,-4.24807,S01010270,City Centre West - 05
"POINT (-4.27883 55.86573)",Potholes,55.86573,-4.27883,S01010280,Anderston - 05
"POINT (-4.27975 55.8653)",Potholes,55.8653,-4.27975,S01010280,Anderston - 05
"POINT (-4.36161 55.88222)",Potholes,55.88222,-4.36161,S01010432,Scotstoun South and West - 01
"POINT (-4.33506 55.89463)",Potholes,55.89463,-4.33506,S01010471,Anniesland West - 02
"POINT (-4.31881 55.87141)",Pavements/footpaths,55.87141,-4.31881,S01010390,Glasgow Harbour and Partick South - 03
"POINT (-4.31244 55.8795)",Pavements/footpaths,55.8795,-4.31244,S01010399,Partickhill and Hyndland - 03
"POINT (-4.34626 55.84167)",Potholes,55.84167,-4.34626,S01009815,Cardonald West and Central - 01
"POINT (-4.30712 55.88352)",Pavements/footpaths,55.88352,-4.30712,S01010412,Kelvinside and Jordanhill - 05
"POINT (-4.22684 55.84339)",Potholes,55.84339,-4.22684,S01010046,Dalmarnock - 01
"POINT (-4.20064 55.87006)",Potholes,55.87006,-4.20064,S01010173,Riddrie and Hogganfield - 02
"POINT (-4.30108 55.81801)",Pavements/footpaths,55.81801,-4.30108,S01009954,Newlands - 07
"POINT (-4.28813 55.87683)",Potholes,55.87683,-4.28813,S01010378,Kelvingrove and University - 05
"POINT (-4.27858 55.89883)",Pavements/footpaths,55.89883,-4.27858,S01010340,Summerston Central and West - 01
"POINT (-4.29492 55.85204)",Potholes,55.85204,-4.29492,S01009870,Kinning Park and Festival Park - 05
"POINT (-4.22677 55.8442)",Potholes,55.8442,-4.22677,S01010044,Bridgeton - 03
"POINT (-4.29877 55.84363)",Pavements/footpaths,55.84363,-4.29877,S01009880,Pollokshields West - 06
"POINT (-4.23487 55.81006)",Potholes,55.81006,-4.23487,S01009986,Castlemilk - 01
"POINT (-4.35902 55.84278)",Potholes,55.84278,-4.35902,S01009820,Cardonald West and Central - 06
"POINT (-4.26222 55.81777)",Pavements/footpaths,55.81777,-4.26222,S01010009,Cathcart - 05
"POINT (-4.29592 55.8287)",Potholes,55.8287,-4.29592,S01009935,Pollokshaws - 03
"POINT (-4.26372 55.85419)",Potholes,55.85419,-4.26372,S01010032,Laurieston and Tradeston - 02
"POINT (-4.38387 55.91354)",Pavements/footpaths,55.91354,-4.38387,S01010502,Drumry West - 03
"POINT (-4.30356 55.8159)",Potholes,55.8159,-4.30356,S01009946,Carnwadric East - 03
"POINT (-4.26741 55.86523)",Pavements/footpaths,55.86523,-4.26741,S01010267,City Centre West - 02
"POINT (-4.26207 55.8648)",Pavements/footpaths,55.8648,-4.26207,S01010275,City Centre South - 04
"POINT (-4.2059 55.89648)",Pavements/footpaths,55.89648,-4.2059,S01010198,Balornock - 05
"POINT (-4.20502 55.89553)",Pavements/footpaths,55.89553,-4.20502,S01010198,Balornock - 05
"POINT (-4.24408 55.90067)",Potholes,55.90067,-4.24408,S01010339,Milton East - 05
"POINT (-4.26041 55.85189)",Potholes,55.85189,-4.26041,S01010032,Laurieston and Tradeston - 02
"POINT (-4.27213 55.82384)",Pavements/footpaths,55.82384,-4.27213,S01009899,Battlefield - 01
"POINT (-4.22547 55.85014)",Pavements/footpaths,55.85014,-4.22547,S01010055,Parkhead West and Barrowfield - 07
"POINT (-4.37682 55.91076)",Potholes,55.91076,-4.37682,S01010499,Drumry East - 04
"POINT (-4.29492 55.85205)",Potholes,55.85205,-4.29492,S01009870,Kinning Park and Festival Park - 05
"POINT (-4.31699 55.88044)",Pavements/footpaths,55.88044,-4.31699,S01010416,Broomhill - 02
"POINT (-4.26108 55.86959)",Potholes,55.86959,-4.26108,S01010270,City Centre West - 05
"POINT (-4.35211 55.88038)",Potholes,55.88038,-4.35211,S01010429,Scotstoun North and East - 03
"POINT (-4.35276 55.80528)",Pavements/footpaths,55.80528,-4.35276,S01009766,Darnley North - 03
"POINT (-4.2832 55.82696)",Potholes,55.82696,-4.2832,S01009926,Shawlands East - 04
"POINT (-4.27759 55.85316)",Potholes,55.85316,-4.27759,S01009867,Kinning Park and Festival Park - 02
"POINT (-4.14942 55.83261)",Pavements/footpaths,55.83261,-4.14942,S01010075,Carmyle and Mount Vernon South - 02
"POINT (-4.32985 55.85455)",Potholes,55.85455,-4.32985,S01009848,Craigton - 01
"POINT (-4.34324 55.84347)",Pavements/footpaths,55.84347,-4.34324,S01009807,Cardonald South and East - 02
"POINT (-4.30588 55.87158)",Potholes,55.87158,-4.30588,S01010396,Partick - 04
"POINT (-4.23452 55.82242)",Potholes,55.82242,-4.23452,S01010001,Kingspark North - 03
"POINT (-4.28201 55.87623)",Pavements/footpaths,55.87623,-4.28201,S01010371,North Kelvin - 03
"POINT (-4.34542 55.89797)",Potholes,55.89797,-4.34542,S01010480,Blairdardie East - 03
"POINT (-4.28691 55.92649)",Potholes,55.92649,-4.28691,S01010345,Summerston Central and West - 06
"POINT (-4.32721 55.89504)",Potholes,55.89504,-4.32721,S01010475,Anniesland West - 06
"POINT (-4.32768 55.89511)",Pavements/footpaths,55.89511,-4.32768,S01010475,Anniesland West - 06
"POINT (-4.24582 55.8651)",Pavements/footpaths,55.8651,-4.24582,S01010259,City Centre East - 01
"POINT (-4.27776 55.83216)",Potholes,55.83216,-4.27776,S01009909,Strathbungo - 05
"POINT (-4.23735 55.86377)",Potholes,55.86377,-4.23735,S01010262,City Centre East - 04
"POINT (-4.30862 55.81231)",Potholes,55.81231,-4.30862,S01009945,Carnwadric East - 02
"POINT (-4.28793 55.92063)",Potholes,55.92063,-4.28793,S01010345,Summerston Central and West - 06
"POINT (-4.31044 55.87894)",Potholes,55.87894,-4.31044,S01010399,Partickhill and Hyndland - 03
"POINT (-4.11367 55.8662)",Potholes,55.8662,-4.11367,S01010112,Central Easterhouse - 03
"POINT (-4.2585 55.87983)",Potholes,55.87983,-4.2585,S01010310,Keppochhill - 02
"POINT (-4.34397 55.84474)",Potholes,55.84474,-4.34397,S01009806,Cardonald South and East - 01
"POINT (-4.35241 55.8444)",Potholes,55.8444,-4.35241,S01009819,Cardonald West and Central - 05
"POINT (-4.29652 55.81905)",Potholes,55.81905,-4.29652,S01009934,Pollokshaws - 02
"POINT (-4.28893 55.8162)",Potholes,55.8162,-4.28893,S01009953,Newlands - 06
"POINT (-4.22977 55.8842)",Potholes,55.8842,-4.22977,S01010212,Springburn - 04
"POINT (-4.18555 55.89389)",Pavements/footpaths,55.89389,-4.18555,S01010193,Robroyston and Millerston - 08
"POINT (-4.27855 55.81256)",Potholes,55.81256,-4.27855,S01009959,Muirend and Old Cathcart - 01
"POINT (-4.32265 55.87781)",Potholes,55.87781,-4.32265,S01010418,Broomhill - 04
"POINT (-4.32815 55.84702)",Potholes,55.84702,-4.32815,S01009852,Mosspark - 01
"POINT (-4.30793 55.87853)",Potholes,55.87853,-4.30793,S01010402,Partickhill and Hyndland - 06
"POINT (-4.29108 55.87577)",Pavements/footpaths,55.87577,-4.29108,S01010379,Kelvingrove and University - 06
"POINT (-4.35435 55.80656)",Pavements/footpaths,55.80656,-4.35435,S01009766,Darnley North - 03
"POINT (-4.23595 55.78401)",Potholes,55.78401,-4.23595,S01009969,Carmunnock South - 01
"POINT (-4.30237 55.89885)",Potholes,55.89885,-4.30237,S01010347,Summerston North - 02
"POINT (-4.30104 55.89831)",Potholes,55.89831,-4.30104,S01010346,Summerston North - 01
"POINT (-4.14009 55.87255)",Pavements/footpaths,55.87255,-4.14009,S01010117,"Garthamlock, Auchinlea and Gartloch - 05"
"POINT (-4.30972 55.84528)",Potholes,55.84528,-4.30972,S01009874,Kingston West and Dumbreck - 04
"POINT (-4.23148 55.89654)",Potholes,55.89654,-4.23148,S01010214,Springburn East and Cowlairs - 01
"POINT (-4.17712 55.85235)",Pavements/footpaths,55.85235,-4.17712,S01010147,Old Shettleston and Parkhead North - 01
"POINT (-4.33257 55.84825)",Potholes,55.84825,-4.33257,S01009850,Craigton - 03
"POINT (-4.35666 55.80694)",Potholes,55.80694,-4.35666,S01009769,Darnley West - 02
"POINT (-4.27655 55.83314)",Potholes,55.83314,-4.27655,S01009921,Shawlands West - 03
"POINT (-4.28425 55.84118)",Pavements/footpaths,55.84118,-4.28425,S01009877,Pollokshields West - 03
"POINT (-4.29792 55.87642)",Potholes,55.87642,-4.29792,S01010406,Dowanhill - 04
"POINT (-4.12464 55.84297)",Potholes,55.84297,-4.12464,S01010083,Baillieston West - 01
"POINT (-4.2824 55.87337)",Pavements/footpaths,55.87337,-4.2824,S01010376,Kelvingrove and University - 03
"POINT (-4.28889 55.86663)",Potholes,55.86663,-4.28889,S01010287,Finnieston and Kelvinhaugh - 06
"POINT (-4.25759 55.84019)",Pavements/footpaths,55.84019,-4.25759,S01010033,Laurieston and Tradeston - 03
"POINT (-4.35621 55.82303)",Potholes,55.82303,-4.35621,S01009797,Pollok South and West - 06
"POINT (-4.27771 55.81556)",Pavements/footpaths,55.81556,-4.27771,S01009961,Muirend and Old Cathcart - 03
"POINT (-4.21779 55.85702)",Potholes,55.85702,-4.21779,S01010255,Gallowgate North and Bellgrove - 02
"POINT (-4.38603 55.90853)",Potholes,55.90853,-4.38603,S01010500,Drumry West - 01
"POINT (-4.35915 55.84284)",Potholes,55.84284,-4.35915,S01009820,Cardonald West and Central - 06
"POINT (-4.29035 55.88512)",Potholes,55.88512,-4.29035,S01010322,Ruchill - 08
"POINT (-4.32368 55.88959)",Potholes,55.88959,-4.32368,S01010469,Anniesland East - 05
"POINT (-4.35906 55.84282)",Potholes,55.84282,-4.35906,S01009820,Cardonald West and Central - 06
"POINT (-4.11382 55.86586)",Potholes,55.86586,-4.11382,S01010112,Central Easterhouse - 03
"POINT (-4.10639 55.86606)",Potholes,55.86606,-4.10639,S01010107,Easterhouse East - 03
"POINT (-4.27734 55.85246)",Potholes,55.85246,-4.27734,S01009867,Kinning Park and Festival Park - 02
"POINT (-4.32829 55.80143)",Potholes,55.80143,-4.32829,S01009760,Darnley East - 03
"POINT (-4.11421 55.85108)",Potholes,55.85108,-4.11421,S01010094,Garrowhill West - 01
"POINT (-4.21445 55.80557)",Potholes,55.80557,-4.21445,S01009984,Glenwood North - 05
"POINT (-4.28657 55.82269)",Potholes,55.82269,-4.28657,S01009952,Newlands - 05
"POINT (-4.35499 55.85036)",Pavements/footpaths,55.85036,-4.35499,S01009831,Hillington - 03
"POINT (-4.26933 55.82522)",Potholes,55.82522,-4.26933,S01009901,Battlefield - 03
