WKT,category,latitude,longitude,datazone,name
"POINT (-4.25951 55.85173)",Potholes,55.85173,-4.25951,S01010032,Laurieston and Tradeston - 02
"POINT (-4.2532 55.82523)",Potholes,55.82523,-4.2532,S01010013,Mount Florida - 03
"POINT (-4.19761 55.85421)",Potholes,55.85421,-4.19761,S01010052,Parkhead West and Barrowfield - 04
"POINT (-4.21222 55.88717)",Potholes,55.88717,-4.21222,S01010194,Balornock - 01
"POINT (-4.24744 55.84128)",Potholes,55.84128,-4.24744,S01010029,Gorbals and Hutchesontown - 07
"POINT (-4.28582 55.83419)",Potholes,55.83419,-4.28582,S01009916,Maxwell Park - 05
"POINT (-4.34631 55.82328)",Potholes,55.82328,-4.34631,S01009775,Nitshill - 01
"POINT (-4.363 55.83163)",Potholes,55.83163,-4.363,S01009805,Pollok North and East - 07
"POINT (-4.26538 55.87329)",Potholes,55.87329,-4.26538,S01010300,Woodside - 04
"POINT (-4.35495 55.85189)",Potholes,55.85189,-4.35495,S01009831,Hillington - 03
"POINT (-4.3529 55.85199)",Potholes,55.85199,-4.3529,S01009812,Cardonald North - 03
"POINT (-4.13136 55.86591)",Potholes,55.86591,-4.13136,S01010120,North Barlanark and Easterhouse South - 03
"POINT (-4.26504 55.85136)",Potholes,55.85136,-4.26504,S01010032,Laurieston and Tradeston - 02
"POINT (-4.33587 55.83403)",Potholes,55.83403,-4.33587,S01009854,Mosspark - 03
"POINT (-4.12446 55.87051)",Potholes,55.87051,-4.12446,S01010117,"Garthamlock, Auchinlea and Gartloch - 05"
"POINT (-4.26898 55.84243)",Potholes,55.84243,-4.26898,S01009883,Pollokshields East - 03
"POINT (-4.22693 55.86214)",Potholes,55.86214,-4.22693,S01010262,City Centre East - 04
"POINT (-4.26358 55.85682)",Potholes,55.85682,-4.26358,S01010273,City Centre South - 02
"POINT (-4.25937 55.85884)",Potholes,55.85884,-4.25937,S01010275,City Centre South - 04
"POINT (-4.24933 55.85769)",Potholes,55.85769,-4.24933,S01010264,City Centre East - 06
"POINT (-4.24953 55.81703)",Potholes,55.81703,-4.24953,S01009998,Kingspark South - 06
"POINT (-4.3064 55.87709)",Potholes,55.87709,-4.3064,S01010402,Partickhill and Hyndland - 06
"POINT (-4.25981 55.85499)",Potholes,55.85499,-4.25981,S01010032,Laurieston and Tradeston - 02
"POINT (-4.24525 55.80157)",Potholes,55.80157,-4.24525,S01009971,Carmunnock South - 03
"POINT (-4.19772 55.84882)",Potholes,55.84882,-4.19772,S01010050,Parkhead West and Barrowfield - 02
"POINT (-4.34503 55.84352)",Potholes,55.84352,-4.34503,S01009807,Cardonald South and East - 02
"POINT (-4.17935 55.88064)",Potholes,55.88064,-4.17935,S01010182,Blackhill and Barmulloch East - 04
"POINT (-4.19763 55.8539)",Potholes,55.8539,-4.19763,S01010052,Parkhead West and Barrowfield - 04
"POINT (-4.33149 55.86435)",Potholes,55.86435,-4.33149,S01009847,Govan and Linthouse - 07
"POINT (-4.18319 55.85277)",Potholes,55.85277,-4.18319,S01010146,Tollcross - 05
"POINT (-4.18524 55.8528)",Potholes,55.8528,-4.18524,S01010056,Parkhead East and Braidfauld North - 01
"POINT (-4.19857 55.84677)",Potholes,55.84677,-4.19857,S01010068,Braidfauld - 08
"POINT (-4.1505 55.8479)",Potholes,55.8479,-4.1505,S01010138,Shettleston North - 02
"POINT (-4.34769 55.84536)",Potholes,55.84536,-4.34769,S01009806,Cardonald South and East - 01
"POINT (-4.25892 55.84569)",Potholes,55.84569,-4.25892,S01010033,Laurieston and Tradeston - 03
"POINT (-4.36116 55.81514)",Potholes,55.81514,-4.36116,S01009779,Nitshill - 05
"POINT (-4.26488 55.8524)",Potholes,55.8524,-4.26488,S01010032,Laurieston and Tradeston - 02
"POINT (-4.24145 55.84279)",Potholes,55.84279,-4.24145,S01010022,Toryglen and Oatlands - 07
"POINT (-4.13054 55.8577)",Pavements/footpaths,55.8577,-4.13054,S01010123,Barlanark - 01
"POINT (-4.16159 55.8417)",Potholes,55.8417,-4.16159,S01010069,Shettleston South - 01
"POINT (-4.15427 55.8369)",Pavements/footpaths,55.8369,-4.15427,S01010074,Carmyle and Mount Vernon South - 01
"POINT (-4.33989 55.82944)",Potholes,55.82944,-4.33989,S01009789,Crookston North - 02
"POINT (-4.35021 55.84532)",Potholes,55.84532,-4.35021,S01009819,Cardonald West and Central - 05
"POINT (-4.2626 55.84117)",Potholes,55.84117,-4.2626,S01010033,Laurieston and Tradeston - 03
"POINT (-4.3498 55.85031)",Potholes,55.85031,-4.3498,S01009812,Cardonald North - 03
"POINT (-4.27493 55.84589)",Potholes,55.84589,-4.27493,S01009875,Pollokshields West - 01
"POINT (-4.32126 55.88873)",Potholes,55.88873,-4.32126,S01010468,Anniesland East - 04
"POINT (-4.2714 55.84557)",Potholes,55.84557,-4.2714,S01009875,Pollokshields West - 01
"POINT (-4.27388 55.84574)",Potholes,55.84574,-4.27388,S01009875,Pollokshields West - 01
"POINT (-4.327 55.80882)",Potholes,55.80882,-4.327,S01009940,Carnwadric West - 02
"POINT (-4.2451 55.8736)",Potholes,55.8736,-4.2451,S01010220,Cowlairs and Port Dundas - 02
"POINT (-4.23514 55.86868)",Potholes,55.86868,-4.23514,S01010262,City Centre East - 04
"POINT (-4.369 55.88928)",Potholes,55.88928,-4.369,S01010449,Knightswood West - 03
"POINT (-4.34708 55.83046)",Potholes,55.83046,-4.34708,S01009790,Crookston North - 03
"POINT (-4.18714 55.84586)",Potholes,55.84586,-4.18714,S01010059,Parkhead East and Braidfauld North - 04
"POINT (-4.18605 55.85236)",Potholes,55.85236,-4.18605,S01010056,Parkhead East and Braidfauld North - 01
"POINT (-4.30497 55.8828)",Potholes,55.8828,-4.30497,S01010412,Kelvinside and Jordanhill - 05
"POINT (-4.30782 55.88389)",Pavements/footpaths,55.88389,-4.30782,S01010412,Kelvinside and Jordanhill - 05
"POINT (-4.23373 55.85956)",Potholes,55.85956,-4.23373,S01010257,Gallowgate North and Bellgrove - 04
"POINT (-4.27494 55.84595)",Potholes,55.84595,-4.27494,S01009875,Pollokshields West - 01
"POINT (-4.30815 55.87992)",Potholes,55.87992,-4.30815,S01010403,Dowanhill - 01
"POINT (-4.26111 55.83826)",Potholes,55.83826,-4.26111,S01009891,Govanhill West - 05
"POINT (-4.17794 55.84157)",Potholes,55.84157,-4.17794,S01010064,Braidfauld - 04
"POINT (-4.30739 55.89343)",Potholes,55.89343,-4.30739,S01010465,Anniesland East - 01
"POINT (-4.18817 55.89087)",Potholes,55.89087,-4.18817,S01010192,Robroyston and Millerston - 07
"POINT (-4.12836 55.86701)",Potholes,55.86701,-4.12836,S01010114,"Garthamlock, Auchinlea and Gartloch - 02"
"POINT (-4.35205 55.86273)",Potholes,55.86273,-4.35205,S01009833,Drumoyne and Shieldhall - 01
"POINT (-4.28562 55.90101)",Pavements/footpaths,55.90101,-4.28562,S01010342,Summerston Central and West - 03
"POINT (-4.34856 55.82276)",Potholes,55.82276,-4.34856,S01009787,Crookston South - 04
"POINT (-4.3561 55.84812)",Potholes,55.84812,-4.3561,S01009821,Cardonald West and Central - 07
"POINT (-4.35061 55.86508)",Potholes,55.86508,-4.35061,S01009833,Drumoyne and Shieldhall - 01
"POINT (-4.18954 55.84468)",Pavements/footpaths,55.84468,-4.18954,S01010066,Braidfauld - 06
"POINT (-4.2754 55.88727)",Potholes,55.88727,-4.2754,S01010318,Ruchill - 04
"POINT (-4.18759 55.89012)",Potholes,55.89012,-4.18759,S01010193,Robroyston and Millerston - 08
"POINT (-4.11065 55.84898)",Potholes,55.84898,-4.11065,S01010092,Baillieston East - 05
"POINT (-4.2646 55.82551)",Potholes,55.82551,-4.2646,S01009901,Battlefield - 03
"POINT (-4.11232 55.83692)",Potholes,55.83692,-4.11232,S01010088,Baillieston East - 01
"POINT (-4.24749 55.85021)",Potholes,55.85021,-4.24749,S01010034,Laurieston and Tradeston - 04
"POINT (-4.27165 55.84559)",Potholes,55.84559,-4.27165,S01009875,Pollokshields West - 01
"POINT (-4.32041 55.89646)",Potholes,55.89646,-4.32041,S01010466,Anniesland East - 02
"POINT (-4.25439 55.84524)",Potholes,55.84524,-4.25439,S01010030,Gorbals and Hutchesontown - 08
"POINT (-4.35074 55.89858)",Pavements/footpaths,55.89858,-4.35074,S01010480,Blairdardie East - 03
"POINT (-4.27478 55.86451)",Potholes,55.86451,-4.27478,S01010280,Anderston - 05
"POINT (-4.18801 55.88988)",Potholes,55.88988,-4.18801,S01010192,Robroyston and Millerston - 07
"POINT (-4.348 55.89028)",Pavements/footpaths,55.89028,-4.348,S01010464,Knightswood Park East - 05
"POINT (-4.29249 55.8916)",Potholes,55.8916,-4.29249,S01010356,Maryhill West - 03
"POINT (-4.31931 55.85091)",Pavements/footpaths,55.85091,-4.31931,S01009843,Govan and Linthouse - 03
"POINT (-4.30588 55.85064)",Potholes,55.85064,-4.30588,S01009864,Ibrox East and Cessnock - 03
"POINT (-4.15901 55.83092)",Potholes,55.83092,-4.15901,S01010071,Shettleston South - 03
"POINT (-4.26982 55.87323)",Potholes,55.87323,-4.26982,S01010300,Woodside - 04
"POINT (-4.32919 55.82259)",Potholes,55.82259,-4.32919,S01009775,Nitshill - 01
"POINT (-4.3291 55.82255)",Potholes,55.82255,-4.3291,S01009937,Pollokshaws - 05
"POINT (-4.30545 55.89693)",Potholes,55.89693,-4.30545,S01010465,Anniesland East - 01
"POINT (-4.28677 55.90238)",Potholes,55.90238,-4.28677,S01010341,Summerston Central and West - 02
"POINT (-4.32988 55.87215)",Potholes,55.87215,-4.32988,S01010423,Whiteinch - 01
"POINT (-4.31886 55.83951)",Potholes,55.83951,-4.31886,S01009852,Mosspark - 01
"POINT (-4.23506 55.81819)",Potholes,55.81819,-4.23506,S01009995,Kingspark South - 03
"POINT (-4.34658 55.84452)",Potholes,55.84452,-4.34658,S01009815,Cardonald West and Central - 01
"POINT (-4.2842 55.84454)",Potholes,55.84454,-4.2842,S01009871,Kingston West and Dumbreck - 01
"POINT (-4.2851 55.85383)",Potholes,55.85383,-4.2851,S01009866,Kinning Park and Festival Park - 01
"POINT (-4.21846 55.8048)",Potholes,55.8048,-4.21846,S01009985,Glenwood North - 06
"POINT (-4.32396 55.87636)",Pavements/footpaths,55.87636,-4.32396,S01010418,Broomhill - 04
"POINT (-4.36966 55.80808)",Potholes,55.80808,-4.36966,S01009767,Darnley North - 04
"POINT (-4.25722 55.86562)",Potholes,55.86562,-4.25722,S01010271,City Centre West - 06
"POINT (-4.21855 55.80475)",Potholes,55.80475,-4.21855,S01009978,Glenwood South - 06
"POINT (-4.23179 55.88018)",Potholes,55.88018,-4.23179,S01010208,Petershill - 06
"POINT (-4.23811 55.86882)",Potholes,55.86882,-4.23811,S01010261,City Centre East - 03
"POINT (-4.228 55.87406)",Potholes,55.87406,-4.228,S01010225,Sighthill - 01
"POINT (-4.22923 55.87398)",Potholes,55.87398,-4.22923,S01010222,Cowlairs and Port Dundas - 04
"POINT (-4.2369 55.86358)",Potholes,55.86358,-4.2369,S01010262,City Centre East - 04
"POINT (-4.18801 55.88967)",Potholes,55.88967,-4.18801,S01010192,Robroyston and Millerston - 07
"POINT (-4.25996 55.89479)",Potholes,55.89479,-4.25996,S01010334,Milton West - 05
"POINT (-4.25739 55.8182)",Potholes,55.8182,-4.25739,S01010010,Cathcart - 06
"POINT (-4.27489 55.84586)",Potholes,55.84586,-4.27489,S01009875,Pollokshields West - 01
"POINT (-4.26471 55.85335)",Potholes,55.85335,-4.26471,S01010032,Laurieston and Tradeston - 02
"POINT (-4.25487 55.8623)",Potholes,55.8623,-4.25487,S01010275,City Centre South - 04
"POINT (-4.26618 55.84128)",Potholes,55.84128,-4.26618,S01009882,Pollokshields East - 02
"POINT (-4.19187 55.84946)",Potholes,55.84946,-4.19187,S01010060,Parkhead East and Braidfauld North - 05
"POINT (-4.35291 55.81873)",Potholes,55.81873,-4.35291,S01009785,Crookston South - 02
"POINT (-4.32715 55.80612)",Potholes,55.80612,-4.32715,S01009760,Darnley East - 03
"POINT (-4.21603 55.84884)",Potholes,55.84884,-4.21603,S01010054,Parkhead West and Barrowfield - 06
"POINT (-4.33475 55.83856)",Potholes,55.83856,-4.33475,S01009853,Mosspark - 02
"POINT (-4.35115 55.85112)",Pavements/footpaths,55.85112,-4.35115,S01009812,Cardonald North - 03
"POINT (-4.30569 55.87487)",Potholes,55.87487,-4.30569,S01010400,Partickhill and Hyndland - 04
"POINT (-4.28002 55.87718)",Potholes,55.87718,-4.28002,S01010371,North Kelvin - 03
"POINT (-4.25889 55.85481)",Potholes,55.85481,-4.25889,S01010032,Laurieston and Tradeston - 02
"POINT (-4.25351 55.88515)",Potholes,55.88515,-4.25351,S01010323,Possil Park - 01
"POINT (-4.27156 55.84552)",Potholes,55.84552,-4.27156,S01009875,Pollokshields West - 01
"POINT (-4.26208 55.84369)",Potholes,55.84369,-4.26208,S01010033,Laurieston and Tradeston - 03
"POINT (-4.26944 55.87353)",Pavements/footpaths,55.87353,-4.26944,S01010299,Woodside - 03
"POINT (-4.27323 55.86864)",Potholes,55.86864,-4.27323,S01010290,Woodlands - 02
"POINT (-4.26548 55.83947)",Potholes,55.83947,-4.26548,S01010033,Laurieston and Tradeston - 03
"POINT (-4.25512 55.84824)",Potholes,55.84824,-4.25512,S01010034,Laurieston and Tradeston - 04
"POINT (-4.33914 55.81165)",Potholes,55.81165,-4.33914,S01009765,Darnley North - 02
"POINT (-4.33551 55.85972)",Pavements/footpaths,55.85972,-4.33551,S01009837,Drumoyne and Shieldhall - 05
"POINT (-4.24249 55.8564)",Potholes,55.8564,-4.24249,S01010039,Calton and Gallowgate - 03
"POINT (-4.28574 55.86419)",Potholes,55.86419,-4.28574,S01010287,Finnieston and Kelvinhaugh - 06
"POINT (-4.23908 55.82734)",Potholes,55.82734,-4.23908,S01010020,Toryglen and Oatlands - 05
"POINT (-4.28189 55.88514)",Potholes,55.88514,-4.28189,S01010319,Ruchill - 05
"POINT (-4.23647 55.86219)",Potholes,55.86219,-4.23647,S01010262,City Centre East - 04
"POINT (-4.13145 55.86586)",Potholes,55.86586,-4.13145,S01010120,North Barlanark and Easterhouse South - 03
"POINT (-4.2351 55.87987)",Potholes,55.87987,-4.2351,S01010223,Cowlairs and Port Dundas - 05
"POINT (-4.26343 55.83333)",Potholes,55.83333,-4.26343,S01009903,Battlefield - 05
"POINT (-4.16829 55.82782)",Potholes,55.82782,-4.16829,S01010071,Shettleston South - 03
"POINT (-4.25831 55.82468)",Potholes,55.82468,-4.25831,S01010011,Mount Florida - 01
"POINT (-4.28886 55.83361)",Potholes,55.83361,-4.28886,S01009916,Maxwell Park - 05
"POINT (-4.35255 55.8785)",Pavements/footpaths,55.8785,-4.35255,S01010436,Scotstoun South and West - 05
"POINT (-4.35291 55.83634)",Potholes,55.83634,-4.35291,S01009800,Pollok North and East - 02
"POINT (-4.18885 55.84837)",Potholes,55.84837,-4.18885,S01010060,Parkhead East and Braidfauld North - 05
"POINT (-4.22636 55.85538)",Potholes,55.85538,-4.22636,S01010055,Parkhead West and Barrowfield - 07
"POINT (-4.35652 55.84566)",Potholes,55.84566,-4.35652,S01009820,Cardonald West and Central - 06
"POINT (-4.34507 55.84352)",Potholes,55.84352,-4.34507,S01009807,Cardonald South and East - 02
"POINT (-4.33519 55.83652)",Potholes,55.83652,-4.33519,S01009854,Mosspark - 03
"POINT (-4.21996 55.84438)",Potholes,55.84438,-4.21996,S01010046,Dalmarnock - 01
"POINT (-4.21528 55.85281)",Potholes,55.85281,-4.21528,S01010055,Parkhead West and Barrowfield - 07
"POINT (-4.28102 55.86089)",Potholes,55.86089,-4.28102,S01010283,Finnieston and Kelvinhaugh - 02
"POINT (-4.22673 55.84239)",Potholes,55.84239,-4.22673,S01010046,Dalmarnock - 01
"POINT (-4.22828 55.89538)",Potholes,55.89538,-4.22828,S01010209,Springburn - 01
"POINT (-4.23627 55.81791)",Potholes,55.81791,-4.23627,S01009995,Kingspark South - 03
"POINT (-4.24548 55.81895)",Potholes,55.81895,-4.24548,S01009998,Kingspark South - 06
"POINT (-4.22821 55.8953)",Potholes,55.8953,-4.22821,S01010209,Springburn - 01
"POINT (-4.35222 55.81755)",Potholes,55.81755,-4.35222,S01009785,Crookston South - 02
"POINT (-4.2658 55.86562)",Pavements/footpaths,55.86562,-4.2658,S01010271,City Centre West - 06
"POINT (-4.2632 55.83416)",Potholes,55.83416,-4.2632,S01009903,Battlefield - 05
"POINT (-4.34627 55.84461)",Potholes,55.84461,-4.34627,S01009806,Cardonald South and East - 01
"POINT (-4.31899 55.85161)",Potholes,55.85161,-4.31899,S01009843,Govan and Linthouse - 03
"POINT (-4.21557 55.80489)",Potholes,55.80489,-4.21557,S01009985,Glenwood North - 06
"POINT (-4.26896 55.88398)",Potholes,55.88398,-4.26896,S01010314,Keppochhill - 06
"POINT (-4.24484 55.86295)",Potholes,55.86295,-4.24484,S01010259,City Centre East - 01
"POINT (-4.32685 55.79814)",Potholes,55.79814,-4.32685,S01009758,Darnley East - 01
"POINT (-4.21598 55.84883)",Potholes,55.84883,-4.21598,S01010054,Parkhead West and Barrowfield - 06
"POINT (-4.2483 55.8649)",Potholes,55.8649,-4.2483,S01010259,City Centre East - 01
"POINT (-4.25693 55.87121)",Potholes,55.87121,-4.25693,S01010297,Woodside - 01
"POINT (-4.2365 55.86223)",Potholes,55.86223,-4.2365,S01010262,City Centre East - 04
"POINT (-4.2782 55.81404)",Potholes,55.81404,-4.2782,S01009959,Muirend and Old Cathcart - 01
"POINT (-4.21292 55.85397)",Potholes,55.85397,-4.21292,S01010245,Carntyne West and Haghill - 04
"POINT (-4.19811 55.85147)",Potholes,55.85147,-4.19811,S01010052,Parkhead West and Barrowfield - 04
"POINT (-4.20421 55.84664)",Potholes,55.84664,-4.20421,S01010050,Parkhead West and Barrowfield - 02
"POINT (-4.32544 55.88043)",Pavements/footpaths,55.88043,-4.32544,S01010417,Broomhill - 03
"POINT (-4.2552 55.84821)",Potholes,55.84821,-4.2552,S01010034,Laurieston and Tradeston - 04
"POINT (-4.34619 55.84464)",Potholes,55.84464,-4.34619,S01009806,Cardonald South and East - 01
"POINT (-4.34489 55.84351)",Potholes,55.84351,-4.34489,S01009807,Cardonald South and East - 02
"POINT (-4.34281 55.8426)",Potholes,55.8426,-4.34281,S01009807,Cardonald South and East - 02
"POINT (-4.30179 55.81726)",Potholes,55.81726,-4.30179,S01009954,Newlands - 07
"POINT (-4.34777 55.85989)",Potholes,55.85989,-4.34777,S01009833,Drumoyne and Shieldhall - 01
"POINT (-4.34876 55.90491)",Potholes,55.90491,-4.34876,S01010478,Blairdardie East - 01
"POINT (-4.18153 55.84491)",Potholes,55.84491,-4.18153,S01010059,Parkhead East and Braidfauld North - 04
"POINT (-4.35263 55.90253)",Potholes,55.90253,-4.35263,S01010479,Blairdardie East - 02
"POINT (-4.32179 55.84797)",Potholes,55.84797,-4.32179,S01009849,Craigton - 02
"POINT (-4.33067 55.84667)",Potholes,55.84667,-4.33067,S01009850,Craigton - 03
"POINT (-4.36394 55.85621)",Potholes,55.85621,-4.36394,S01009833,Drumoyne and Shieldhall - 01
"POINT (-4.28073 55.88413)",Potholes,55.88413,-4.28073,S01010317,Ruchill - 03
"POINT (-4.25108 55.85119)",Potholes,55.85119,-4.25108,S01010034,Laurieston and Tradeston - 04
"POINT (-4.13982 55.84146)",Potholes,55.84146,-4.13982,S01010079,Mount Vernon North and Sandyhills - 02
"POINT (-4.29164 55.83251)",Potholes,55.83251,-4.29164,S01009916,Maxwell Park - 05
"POINT (-4.26748 55.86923)",Potholes,55.86923,-4.26748,S01010297,Woodside - 01
"POINT (-4.20223 55.84779)",Potholes,55.84779,-4.20223,S01010050,Parkhead West and Barrowfield - 02
"POINT (-4.32507 55.8922)",Potholes,55.8922,-4.32507,S01010474,Anniesland West - 05
"POINT (-4.32588 55.8846)",Potholes,55.8846,-4.32588,S01010414,Kelvinside and Jordanhill - 07
"POINT (-4.27124 55.85389)",Potholes,55.85389,-4.27124,S01010031,Laurieston and Tradeston - 01
"POINT (-4.36991 55.80632)",Potholes,55.80632,-4.36991,S01009767,Darnley North - 04
"POINT (-4.25793 55.88665)",Potholes,55.88665,-4.25793,S01010326,Possil Park - 04
"POINT (-4.24946 55.88658)",Potholes,55.88658,-4.24946,S01010328,Possil Park - 06
"POINT (-4.25422 55.88309)",Potholes,55.88309,-4.25422,S01010224,Cowlairs and Port Dundas - 06
"POINT (-4.25356 55.851)",Potholes,55.851,-4.25356,S01010034,Laurieston and Tradeston - 04
"POINT (-4.2948 55.81857)",Potholes,55.81857,-4.2948,S01009934,Pollokshaws - 02
"POINT (-4.3343 55.8829)",Potholes,55.8829,-4.3343,S01010411,Kelvinside and Jordanhill - 04
"POINT (-4.27878 55.8698)",Pavements/footpaths,55.8698,-4.27878,S01010289,Woodlands - 01
"POINT (-4.26891 55.87868)",Potholes,55.87868,-4.26891,S01010314,Keppochhill - 06
"POINT (-4.34902 55.84492)",Pavements/footpaths,55.84492,-4.34902,S01009819,Cardonald West and Central - 05
"POINT (-4.24893 55.81912)",Potholes,55.81912,-4.24893,S01009998,Kingspark South - 06
"POINT (-4.23605 55.81827)",Potholes,55.81827,-4.23605,S01009997,Kingspark South - 05
"POINT (-4.25423 55.84767)",Potholes,55.84767,-4.25423,S01010033,Laurieston and Tradeston - 03
"POINT (-4.21956 55.8594)",Potholes,55.8594,-4.21956,S01010250,Dennistoun - 03
"POINT (-4.29087 55.83219)",Potholes,55.83219,-4.29087,S01009916,Maxwell Park - 05
"POINT (-4.25274 55.84537)",Potholes,55.84537,-4.25274,S01010030,Gorbals and Hutchesontown - 08
"POINT (-4.36085 55.83511)",Potholes,55.83511,-4.36085,S01009803,Pollok North and East - 05
"POINT (-4.27898 55.83147)",Potholes,55.83147,-4.27898,S01009924,Shawlands East - 02
"POINT (-4.16186 55.84257)",Potholes,55.84257,-4.16186,S01010074,Carmyle and Mount Vernon South - 01
"POINT (-4.18025 55.85857)",Potholes,55.85857,-4.18025,S01010150,Old Shettleston and Parkhead North - 04
"POINT (-4.20322 55.89175)",Potholes,55.89175,-4.20322,S01010196,Balornock - 03
